"0.1","0.00035","0.0031","0.02851","0.29871"
"0.01","0.00073","0.01356","0.09464","0.85618"
"0.001","0.0009","0.02881","0.27066","2.93934"
"0.0001","0.00092","0.05928","1.02027","9.55589"
