"0.1","0.00024","0.00036","0.00032","0.00033"
"0.01","0.0007","0.00489","0.00382","0.00383"
"0.001","0.00084","0.0288","0.04547","0.04974"
"0.0001","0.00084","0.06744","0.39524","0.65659"
