P/N,10,100,1000,10000
"0,1","0,00080","0,00588","0,05358","0,55272"
"0,01","0,00194","0,02726","0,17620","1,40172"
"0,001","0,00252","0,07280","0,45518","5,15454"
"0,0001","0,00238","0,11326","1,89264","18,06340"
