P/N,10,100,1000,10000
"0,1","0,001740","0,101380","11,080600","1036,020000"
"0,01","0,001980","0,164460","11,875800","1162,810000"
"0,001","0,001980","0,156080","11,911400","1170,540000"
"0,0001","0,002000","0,168120","11,896800","1180,860000"
