P/N,10,100,1000,10000
"0,1","0,01778","0,01272","0,01228","0,01216"
"0,01","0,02462","0,02838","0,02308","0,02000"
"0,001","0,02604","0,13390","0,10774","0,10082"
"0,0001","0,02686","0,58066","0,96776","1,01408"
