"0.1","0.001101","0.002024","0.019768","0.196663"
"0.01","0.001086","0.002023","0.017978","0.179167"
"0.001","0.001293","0.009465","0.020848","0.17738"
"0.0001","0.000874","0.054289","0.091691","0.198636"
