"0.1","0.011417","0.006671","0.006664","0.006663"
"0.01","0.010147","0.009096","0.009088","0.009119"
"0.001","0.010808","0.049612","0.049685","0.049958"
"0.0001","0.011619","0.322936","0.54769","0.548221"
