"0.1","0.000862","0.000258","0.000258","0.000258"
"0.01","0.000663","0.003339","0.003997","0.003994"
"0.001","0.00079","0.021363","0.0492","0.056326"
"0.0001","0.001266","0.058516","0.380509","0.660236"
