"0.1","0.000922","0.055275","5.31333","527.304"
"0.01","0.000672","0.062198","5.82058","583.474"
"0.001","0.000675","0.060666","5.84607","585.245"
"0.0001","0.000678","0.060736","5.85768","585.228"
