"0.1","0.014543","0.006662","0.006661","0.006661"
"0.01","0.011149","0.009103","0.009119","0.009114"
"0.001","0.011201","0.049675","0.049714","0.049917"
"0.0001","0.010254","0.323026","0.547756","0.548258"
