"0.1","0.001406","0.055978","5.31314","527.29"
"0.01","0.000674","0.060198","5.817","583.478"
"0.001","0.000675","0.060696","5.84977","585.229"
"0.0001","0.000677","0.060697","5.85778","585.232"
